V1,V2
37.0269607438,540.130442293
42.4243012744,455.731165464
43.5411466851,486.451463541
30.8035837328,559.524056135
23.5152051165,590.697603083
40.1621890446,381.943252786
44.5349204018,449.018312051
25.9869348272,538.680601589
20.7725672885,527.513457755
38.6838905233,539.137682359
43.8543548361,485.812724429
23.7873512543,591.735696755
39.7046773666,546.092078161
30.7033120594,578.498688716
41.8319909427,426.686292186
38.561107182,522.413618052
40.8265019743,471.802215236
31.8047189632,578.888883485
44.2062016474,473.479786554
22.1881022456,456.168412676
40.8903960643,451.105558712
24.227293541,534.323591305
25.0292288809,526.022730023
39.1096602694,578.063548162
44.5652747535,460.038937961
28.8390189989,546.68200629
34.2249604721,552.658731081
26.1485756275,584.010893749
30.9798345692,498.33876603
28.6930935906,554.028082588
43.3495373324,458.782745405
39.7346019086,596.947991835
28.5165609636,559.122638033
36.4924241337,525.52608987
43.6047664097,456.214399292
35.7579866558,568.970551083
28.2583089003,569.491373099
25.6839171543,573.342714219
29.6993497196,585.493008848
22.2217548844,626.51905613
35.6166581309,604.662658953
29.3184408242,548.030996146
26.7025257335,596.144429834
27.6277726134,521.589731678
24.0321717086,521.315410565
37.7948880112,551.711579307
28.5041984396,566.357714355
30.3135858545,555.244588654
31.0771311117,543.990867152
37.375212301,486.490212715
22.731592205,504.829797525
43.5686296378,431.40304777
44.0956621613,442.812102994
30.4097053554,569.438885465
27.3737769543,619.549289277
29.2387122092,554.396554436
34.5205408403,559.736782726
22.5971575986,490.655987138
28.4500066928,543.576716352
28.3441827327,536.474318501
22.4156430088,640.45020158
26.6273790522,562.371199954
20.3635786439,605.655147446
24.1316056878,528.740317577
35.0844787369,578.059648484
27.5233411463,566.005300725
43.2517180511,460.847185393
38.2179704362,559.174845589
43.562030261,496.584646672
33.7623661467,562.914857645
34.7170920377,581.728255196
42.0999322014,469.781081363
37.7825902952,566.848740626
40.5531357936,446.04818047
32.1756038046,594.038235867
21.296395697,537.80599719
21.945175784,651.214270354
39.6149445804,573.558229095
31.4322761483,576.591091892
38.8208592187,560.566546511
34.7662307843,525.61690651
34.3527956954,555.557342264
36.124812888,519.799050496
28.2840916014,497.12454054
33.7631035231,525.567269166
36.0788451451,530.596578468
42.7559139613,502.56654618
35.6052276802,530.227652039
24.9182076209,512.83585382
29.625746497,609.214034656
21.8363674112,453.329175111
41.2247052094,457.023327787
25.8404723107,516.46451188
21.8703953808,623.26343668
39.4008490701,558.437314101
34.2995384191,551.257349483
21.8313964766,545.838172745
42.3325320964,469.106747904
43.8616740217,407.06008223
40.5528839759,431.670201653
23.2407576968,599.35473742
31.9033188701,514.103032311
40.1181676518,451.460981146
26.0536796579,595.558524616
32.3686675977,552.167451584
41.0556299328,455.838808851
44.1199753271,443.038010416
28.4347206592,539.719020509
42.645262248,463.016896506
25.284206763,595.833077359
25.797944348,556.131552788
41.4184064582,426.881725496
26.062065027,550.540055199
40.7554465993,441.14909455
38.866030746,550.17102421
20.0848059515,449.465213702
41.2217132372,488.734699253
31.0264198048,601.374485824
25.7580911163,597.722761939
29.3930836797,560.985701125
42.1074742695,446.837305846
31.515643495,536.307125571
37.8023539262,522.062811707
23.744081652,496.086297721
39.5945714107,586.77370186
26.0809707843,562.928455729
27.7885418893,551.523926602
36.0459039857,577.129356826
42.3364789879,435.559875341
27.9515053438,523.804316124
35.3465259898,545.343707606
35.5349022943,564.468436415
25.3861458562,570.157942261
30.4048434107,570.192529065
27.2503156362,501.88457455
28.78493156,515.619145974
31.3659096343,562.034644425
22.7895703117,553.201805884
25.4610731034,540.340009034
36.416460304,536.641017758
38.0781270643,555.998894743
43.4667968807,491.102444545
25.9870588057,592.583013542
25.1579560029,591.085175493
38.0216004201,559.653395509
33.4772403326,590.056627148
42.6317577371,418.444385034
23.4343350403,585.709800134
21.0384978783,621.3628061
42.359164831,442.860929901
40.8652611474,478.95414782
21.4280846827,644.762525459
44.274633691,481.776463546
30.4889150237,538.682191373
23.808136705,616.220949229
23.9441162541,606.906036804
42.5213918871,492.387833656
44.6186305782,460.577462044
22.723178826,567.87933643
20.2766518263,584.234638755
33.4858973031,560.71949775
27.9694198835,604.281326868
39.1268442673,547.682189617
22.8241171629,552.192640133
35.6830243111,563.365952702
27.2998991295,581.186472116
21.8702761345,603.784231612
21.3978109262,565.844640784
34.2669686021,566.952832657
34.7842718671,590.531531711
42.05953119,486.822425049
43.7020931019,425.37683405
27.9591455675,517.022089838
37.951045759,593.138525726
22.3460106454,538.76045782
37.5042051471,542.483228308
37.4463509298,549.889435781
23.7904425189,645.651617711
31.1079067066,517.016506007
37.591055651,579.04488437
27.7145456374,562.572863755
21.675265181,629.890170784
40.6014209086,471.045811376
37.7566651408,600.309865276
25.6705003941,531.11327523
39.4731009855,566.120405329
25.166838439,593.760237353
36.6213025335,522.064578981
26.4199360738,540.481956457
41.3311341606,449.772299241
35.9215068526,538.490584095
40.8421746297,511.51784275
26.7197789651,585.858371816
42.1254149523,500.700710424
28.9549391353,561.175770992
36.7009464125,583.671142927
27.8385284399,560.315983516
22.2670608071,550.004558751
33.2041310797,536.211842702
25.9869958197,528.24053866
43.0403518697,459.302874566
42.2541686988,472.894348436
23.2207953027,536.039112238
25.023896506,528.329171141
23.4027945287,533.124973027
44.4714896156,440.98488478
32.086746253,557.554521679
44.7442548025,412.024695786
38.8120089315,549.777445607
27.4527961679,540.524160182
29.1507847517,561.416301605
35.4307406109,551.254807804
24.6018728767,590.255373842
36.8156967887,571.710337882
32.9059778587,592.464937098
23.6787345746,653.376825962
28.7836253569,583.903593289
24.7547539536,588.271498358
30.3783895978,547.69077457
30.4151708783,485.774197789
43.8844171352,453.767523527
36.6205742282,575.092754046
38.8322393599,604.145011983
42.4660760885,491.629232772
39.7966278372,574.187780243
26.1069104718,630.81191099
34.6508643153,592.649100221
21.8202092084,566.836594869
20.9404429074,450.084909055
26.7091759968,585.827330424
33.5174025685,496.863174076
31.3770103051,506.477925353
35.4355288731,565.888734172
27.0829709875,543.732710157
30.8753755931,597.002304697
37.1891907757,552.077424727
30.5955616784,545.972629337
24.7627847232,458.140192228
27.2755811803,567.12125522
30.8762163668,507.155539664
36.0523347254,573.413830602
26.0693895289,658.701546264
40.2939619915,486.366338448
41.2334048402,470.737235185
30.6073038551,557.263844826
37.9966199874,618.68918982
42.7547420738,485.49904652
22.8099370098,559.053028334
41.2906933285,493.82911336
20.2053340143,592.347366267
31.3563597358,605.905640041
34.4016449475,570.104113275
37.9455612738,604.958278639
25.4919337935,582.55246596
43.2746880774,435.666537091
21.1330122439,601.936939906
26.5610019527,580.891648544
41.2247131965,471.921722833
27.6975728976,616.929127111
27.2583452983,570.594590011
30.9992745665,557.091247851
21.274717062,598.644628042
20.5444308165,579.262163536
42.3121851767,396.826344133
41.7690938338,472.702766553
34.4558804642,549.509005561
32.3370125043,559.519210912
31.7420266359,562.225419734
27.7288289732,584.165706525
29.1206754386,512.293510043
41.8252990345,472.513344118
30.6346113187,573.127836246
33.3342394941,560.536116826
42.7957237881,446.599086704
26.3543811274,603.683607035
27.9878678718,563.02285759
35.6858513611,582.466954748
36.1217685112,534.619452434
24.3348108359,603.408041592
31.4678421876,617.235000579
32.2479149924,600.662496628
21.9171890951,592.921301663
38.0158625398,534.816103184
20.4684110361,490.547702024
21.4265120376,533.08052589
42.4712128503,423.614226261
23.313303056,592.30662551
27.036538811,522.011233508
24.4011406723,571.678954558
37.3043146036,538.997052825
22.4573472768,486.112171542
35.0770779,598.340312027
28.062273298,623.216405994
32.8946998953,503.956207262
31.812070252,587.7714259
21.6292174264,584.857455961
38.7458830585,523.910876539
22.8674799864,627.398953214
39.8473141551,590.213771106
28.2417718242,591.331434955
21.4898117838,534.55596855
20.9255351569,516.632105051
28.2019262069,554.470081592
29.0543883986,619.269194167
44.4588349771,435.765529517
30.2793751418,524.655115023
40.034557554,485.327333547
24.8627960359,584.515798798
44.7775746469,474.451111945
43.0558059243,418.202293367
34.8175858419,550.002691427
30.7289548777,567.87892009
24.887872753,566.813403898
36.4092020124,518.41145819
32.1249197451,601.80253527
39.4770231191,561.074272353
35.7113763571,584.572404967
22.2449436575,651.335490086
42.4815815033,497.943003665
29.3340654241,578.158447819
21.7369156036,686.989459061
22.2086494199,552.306898597
26.6200111902,564.890123519
36.6815561469,550.366246651
40.3787112574,470.24517718
39.2585131098,565.416109779
32.9692912066,590.040044603
29.2491761066,499.689814679
28.2281340463,590.163071642
31.5524781983,584.477671617
26.6587275159,532.356839492
20.073129755,546.242201359
40.2487622622,489.860901373
30.2209189602,545.596096835
32.6315032508,539.995834521
33.203902196,584.895812728
39.7706994819,539.345625529
31.8660303758,577.458438495
27.9300146705,576.116476659
40.8360853846,430.781647961
39.2982986316,587.198608968
28.2866202782,578.814889038
37.5512294417,603.202867572
21.791778632,597.295575534
25.9484653451,549.135561438
22.3545638759,465.726749269
20.4905333389,569.772390425
33.1636371626,539.778193128
24.3533368901,579.669110292
31.2681774276,539.515777888
26.1987128983,532.51039135
35.3514738759,579.163260126
25.0537058892,503.332170184
37.8969525805,582.21809985
29.4324739751,537.274539637
43.2637528744,447.61454777
43.8113777722,447.749271968
32.538395684,552.306061266
21.8355958065,492.108203862
36.6377504198,543.348715477
34.7622236955,539.891313755
34.3009406524,606.992475999
36.1068738559,560.142728183
35.2706416658,504.285560544
39.9042013145,532.987450673
33.6801474779,557.674124784
22.3568246991,601.7274052
30.3522302106,502.436906113
42.0041110242,459.609551599
23.9335757644,567.069284186
37.4420142671,507.967307343
38.4515170627,595.890077018
44.8107942349,424.408083396
33.8899708419,553.852677378
27.8820186853,623.525953841
20.8074807048,562.596827138
26.7431047174,510.130320838
37.7430674153,562.224495154
25.1553878761,576.49263717
28.8802403565,538.890583464
38.4551334076,584.332615321
23.5295428555,572.576886456
30.966651116,545.864900649
36.5421296246,623.366632718
39.6085064443,541.935229543
38.848033624,576.010812834
42.2767132008,453.876130358
29.4986977472,568.880068055
38.5997097541,538.412375189
21.7455507389,557.529366631
44.6539502843,456.494317497
35.2772581243,555.032399786
44.7842880508,458.290339855
40.3482427367,473.619396145
33.9464448263,506.038740249
38.4660194088,546.558991186
37.8577924183,591.419793947
42.5172916832,479.886071345
41.570546319,497.225554238
22.2246099124,637.273607545
29.8396729078,534.034992656
36.9744834577,547.124003171
24.9737829784,579.775435012
40.7548666461,460.403399266
36.9126250595,635.807708127
41.0763199743,486.840086932
39.1888814884,580.092324071
39.1071739908,548.379239606
40.6905675596,462.977505918
43.9333871579,479.406920186
35.0142466089,584.918698084
36.4019629928,601.174291496
25.6095245334,559.928552384
39.0073137466,506.397878632
38.5677647262,473.60971338
27.2612450931,553.072056087
24.2142888773,540.441943985
25.8559925172,598.166010765
24.7986921046,535.357772969
31.9078293035,499.093954439
42.2938499403,468.128083517
31.2768394987,568.148239087
26.9432711051,582.610814116
32.7713716344,579.05621196
29.7102195056,581.82655587
33.3031844459,554.013412851
30.2557835676,529.061713669
28.1464269308,533.815338169
30.3670812307,546.070362338
42.3626632316,470.18964916
38.0910848194,569.09712247
27.2126687624,606.790589996
26.2104989488,604.600236278
34.6566371486,559.344765887
25.2702512602,603.927942063
44.0105584469,467.111347138
26.1700601592,607.57974303
32.1925320983,597.805009705
30.5069906784,613.876310594
42.1424744574,483.117768334
24.6176742436,529.696909487
30.6041108462,559.612426711
31.1983043728,541.125196545
38.9364928234,528.436117419
36.0926740084,569.94581641
39.7515676509,594.28161574
26.3041979874,588.166763504
43.0433992166,456.534129377
28.2479582287,589.369572585
30.4039948695,553.906008752
35.9767534181,576.567170398
26.7696966922,554.785413592
43.8075145836,400.708655625
37.3466901773,581.899030095
20.5718099205,498.302054497
36.5851823275,521.800404106
30.2142527925,560.769464653
28.123940587,572.125593022
42.1588702313,474.417893841
35.5587390879,522.569580739
39.8891024208,549.647199911
29.0994072135,612.941411972
23.5419672489,561.228455328
22.1194513599,561.138341371
30.614142231,590.830116154
31.249140797,588.186725941
27.1723240375,621.489735252
41.9933848445,476.215354283
22.0265941506,576.072601384
20.7052976763,683.305671462
44.2666944182,490.685139185
28.0190300818,551.133223599
28.1380123206,598.094920821
36.6156961475,522.306035427
30.8744122921,528.348449871
37.3879091299,538.64432395
42.3327251049,467.352569307
27.2753555814,530.983979623
33.2079438583,589.482360672
22.1834971942,544.231823635
30.1001701233,552.264539803
40.2336262082,425.14937341
26.4142422113,603.261788815
33.6340856573,574.07493699
24.6376331506,608.674878137
25.9571392399,557.926103312
30.5759087138,561.805939194
38.1195276879,586.228862241
38.0372640373,571.005970939
31.8556241083,533.947690617
41.0097327484,443.98590847
37.6024816526,539.421278247
36.215383427,587.351065916
30.0634401737,595.548023009
31.6606295079,532.830072496
22.8329623923,520.971519327
44.6962192302,439.685230109
40.6861499119,426.806273867
25.3389659994,621.341384392
21.2237709383,522.440439907
29.7164822368,543.911058741
25.9966404848,507.785946698
44.5395509966,469.630471196
29.4170673424,525.908150021
25.3916198803,622.171263761
40.5595353583,466.487912605
32.7982578416,549.012764671
39.5054936525,564.484299704
29.8755176104,644.296700804
23.7719328264,581.392730839
44.6569053709,424.935472381
35.4714079853,518.096038379
40.2036721182,488.697829971
34.4034505297,583.07099432
30.3696013998,565.71118678
29.4564943407,550.720358045
35.5700191938,592.34869821
41.7977890483,422.805007964
23.0764272166,557.9500436
26.8870436887,632.879239665
40.285379979,446.258871908
30.0823429717,478.550693087
29.656609383,631.430958975
30.6886941037,567.412004189
29.7320862618,580.167053024
21.9930385077,582.339715509
33.1201700479,576.728569965
32.8516319275,541.345966651
37.4558913236,547.025498
40.5704226357,497.929947227
24.782089199,579.063343234
38.5002579811,564.39278169
26.4634599914,542.778598562
30.3189800505,562.766917518
32.5929499619,573.012766235
42.4052825149,428.355441224
24.1610600865,602.84297305
32.748723698,567.045663417
37.8185070017,550.61508828
43.4297002394,444.271386233
38.3433648757,515.839940549
24.2000603065,491.721704284
30.383873673,542.026158967
35.5927220629,528.678920313
32.7413074316,530.326129823
33.1643321899,569.968039342
27.4852349363,512.131734025
28.1907143325,578.970158394
23.2529681425,584.547095734
36.7456985595,544.06394233
30.2123402473,531.328246767
35.4094943505,591.360544491
34.4376839642,562.614826594
20.6180606121,483.913252085
40.3263036915,479.682634418
24.8589113012,524.456469057
26.661380053,588.681751907
41.1601993779,472.174891442
22.7930840181,573.746441014
30.6047743321,516.332446302
24.0300648625,563.074282194
41.459689628,487.835979003
27.9565398316,523.465873979
37.9719934101,528.973178509
22.2911532222,517.738605885
26.9777429584,559.943106608
30.937608973,546.469154609
29.8841271792,575.218192242
38.9189967513,629.148824283
22.4621757406,526.224908858
22.189366883,609.925421743
40.0721782631,487.113380711
42.8182448495,441.068503355
27.3197931687,493.686321275
25.72592595,585.012835752
41.5296744253,475.498458024
38.0058651366,556.96871411
31.6201533499,598.484082225
31.9140593127,598.971099741
38.278645447,546.032212269
36.0970968186,556.987502251
39.8697944385,599.641796807
40.9234564965,460.320629004
26.8780945638,572.742454287
44.1695414681,435.457488297
33.6151514349,598.263903385
38.816322547,502.31590787
34.5546436097,507.335384379
36.8610022193,555.066952757
21.9630072254,568.932682224
34.6922875886,578.019545987
20.5311577485,504.326412103
20.0570284184,513.574302178
33.4307291613,535.861390717
24.523830028,612.733431081
42.8565845924,508.954906726
30.2923409473,459.578899576
40.5807016603,463.8456613
43.2688872876,456.16001369
34.144294682,571.317037299
20.2449985016,562.942117838
39.6552643254,545.978641095
21.2307197015,604.645761243
27.9472444905,532.397494712
44.7633318374,428.091998096
27.6913078771,531.308987702
38.7186259339,548.287646942
42.0355737186,454.414777125
38.3899397053,576.669691292
31.1929605978,614.324691357
34.9029775467,544.341270022
22.9109669871,452.651395892
44.1101912002,449.684414836
34.5330044888,582.809197016
41.9773788597,455.463906492
30.1421635285,491.975268082
34.759680326,557.474923121
28.4681094229,542.341624418
41.7978762579,462.923047004
20.4241543091,579.861269199
40.0163260396,476.535430506
21.1311175806,555.576842932
32.3486961482,481.462455765
27.750182114,557.980407537
44.9463239844,448.587264174
21.2748195855,565.437664847
35.7635376435,600.608737096
44.1170271174,431.62591771
37.2122494461,551.32560513
25.4481229975,608.804666025
24.0091679582,547.160460599
23.6016864992,642.915695836
23.1243376761,543.93712099
25.7234169477,576.687412282
24.6810456314,543.920274384
37.7722638543,562.756638748
39.4005765222,561.802537364
22.3572653721,608.982414297
24.109358531,564.812962119
26.9534082432,493.568529069
34.6965985851,551.030150059
24.8804961261,565.106307988
37.7730224101,536.638290357
41.6869467934,425.288680375
23.6014073107,599.573595148
43.3841560185,482.648004568
42.0068951268,475.202611257
24.8758026457,480.040435875
30.5924415256,586.039763578
28.9377782926,562.596094366
36.6587138873,585.335509932
34.9848753218,562.641872986
31.6473114256,578.288716341
43.1441033968,444.154431288
32.95619172,557.447972992
44.5106983376,432.506827202
20.5427017722,590.19898632
31.5459449731,596.33112847
35.8763129042,584.73629601
25.4266446691,603.460949162
25.4421770714,605.865739004
31.7523331861,510.328626118
35.6859228853,513.983492912
40.9773052779,530.064532182
38.1349900507,557.615076659
23.3374452594,670.617617187
38.7866146428,521.78568752
33.1215924033,598.576435781
34.1468961093,523.16758438
22.4670561467,554.965030582
26.5366972418,596.820295241
24.9431090813,526.279078409
28.5175970208,523.133773372
43.695225314,387.728696426
43.6544956384,477.736054471
44.8615669632,415.911791011
30.5572186355,568.548542737
33.975436906,554.799996512
30.8921263117,516.93293866
42.1137856358,416.909944227
25.9506766118,539.291104447
40.0008258718,499.317284961
26.9299129858,600.985683153
21.8336678046,566.364568286
20.4816141548,621.72835089
35.741361937,571.340619643
29.9635794494,595.853907938
28.3970686088,536.829426241
41.3011559533,437.316085667
43.2805812947,468.33415447
40.030088888,462.562597496
29.9170823957,514.916335442
22.2467787721,537.099009204
31.0780399528,537.417892521
27.4503446356,532.726600932
37.4830550062,553.225597398
37.4668158493,521.501928148
35.1930536678,571.297981939
42.562775962,494.089500327
28.1007104368,527.015737925
24.0502278506,511.53636717
29.278789056,583.341801395
32.3564484169,565.165957975
41.7492186589,423.715775758
37.5869310072,506.626840675
20.8166736917,552.78986083
41.6256107819,433.304236347
25.9865962918,612.794233706
26.9183890479,591.801690159
38.0478932962,487.0817526
40.760344209,454.183093535
41.4176850152,473.916160628
30.3406693231,585.917727685
41.1289810269,428.572514918
32.8468316048,576.148414098
22.3843181676,584.362960561
29.5715319729,493.887052862
41.4518353702,485.308675997
29.8475609893,583.679981498
23.0515427947,465.493585083
44.097077226,457.761151875
33.0284578374,568.92459353
20.3873864642,581.090443757
25.895850151,436.166180446
32.6664794329,603.804569271
28.7618397311,540.33705129
32.5611552863,530.785506406
39.5887999818,519.431203472
24.6760129203,529.267919905
36.4488573267,490.956664609
20.8510234671,522.218856077
31.6717093752,531.037080733
28.5992155137,571.620723075
21.2027293308,524.774514679
28.6124246743,607.641220921
